merchant_id,merchant_name,category,country,risk_score
M02635,Hilton,Dining,USA,0.65
M02636,Apple,Electronics,Singapore,0.5
M02637,CVS,Entertainment,UK,0.3
M02638,Netflix,Healthcare,Singapore,0.08
M02639,Netflix,Electronics,Singapore,0.74
M02640,Best Buy,Healthcare,USA,0.49
M02641,Target,Airlines,Australia,0.97
M02642,Amazon,Airlines,UK,0.09
M02643,Netflix,Travel,Canada,0.64
M02644,Hilton,Shopping,UK,0.49
M02645,Walmart,Hotels,Canada,0.16
M02646,Uber,Healthcare,Australia,0.29
M02647,CVS,Travel,Canada,0.01
M02648,Marriott,Electronics,Canada,0.71
M02649,Amazon,Fuel,Canada,0.87
M02650,Marriott,Dining,UK,0.34
M02651,Marriott,Fuel,Australia,0.25
M02652,Shell,Shopping,Singapore,0.89
M02653,Costco,Electronics,Australia,0.29
M02654,Shell,Shopping,Australia,0.2
M02655,Costco,Healthcare,UK,0.21
M02656,Walmart,Healthcare,USA,0.04
M02657,Starbucks,Groceries,UK,0.45
M02658,Best Buy,Electronics,Canada,0.22
M02659,CVS,Fuel,USA,0.01
M02660,Starbucks,Groceries,Australia,0.46
M02661,Netflix,Fuel,USA,0.92
M02662,Hilton,Electronics,Singapore,0.17
M02663,Target,Airlines,UK,0.96
M02664,Costco,Travel,UK,0.22
M02665,United,Healthcare,UK,0.56
M02666,CVS,Shopping,Australia,0.72
M02667,Uber,Hotels,UK,0.41
M02668,Costco,Entertainment,USA,0.1
M02669,United,Dining,UK,0.78
M02670,United,Hotels,Australia,0.89
M02671,Uber,Electronics,Singapore,0.91
M02672,Costco,Fuel,Australia,0.78
M02673,Best Buy,Electronics,Australia,0.01
M02674,Shell,Shopping,USA,0.98
M02675,Delta,Healthcare,Australia,0.73
M02676,Walmart,Shopping,Canada,0.2
M02677,Costco,Travel,Australia,0.76
M02678,Netflix,Shopping,Australia,0.1
M02679,Best Buy,Fuel,UK,0.3
M02680,Shell,Entertainment,Australia,0.97
M02681,CVS,Electronics,Canada,0.21
M02682,Hilton,Fuel,USA,0.03
M02683,Shell,Airlines,Singapore,0.17
M02684,Apple,Airlines,Singapore,0.07
M02685,Walmart,Entertainment,UK,0.55
M02686,Apple,Entertainment,UK,0.02
M02687,Target,Hotels,Australia,0.94
M02688,Netflix,Healthcare,Singapore,0.91
M02689,Amazon,Electronics,Singapore,0.19
M02690,Target,Shopping,Canada,0.84
M02691,Netflix,Hotels,Singapore,0.58
M02692,Uber,Healthcare,Singapore,0.09
M02693,Delta,Entertainment,UK,0.69
M02694,United,Travel,Singapore,0.38
M02695,Best Buy,Shopping,USA,0.18
M02696,Starbucks,Healthcare,USA,0.97
M02697,Hilton,Entertainment,USA,0.79
M02698,CVS,Electronics,Canada,0.61
M02699,CVS,Dining,Australia,0.65
M02700,Netflix,Electronics,USA,0.95
M02701,Delta,Shopping,Australia,0.62
M02702,Marriott,Healthcare,USA,0.27
M02703,United,Hotels,Canada,0.47
M02704,Apple,Groceries,USA,0.15
M02705,CVS,Airlines,Singapore,0.99
M02706,Amazon,Dining,Singapore,0.3
M02707,Best Buy,Electronics,UK,0.34
M02708,Target,Airlines,UK,0.5
M02709,Target,Healthcare,Singapore,0.17
M02710,Costco,Entertainment,Singapore,0.93
M02711,Marriott,Travel,Australia,0.3
M02712,Starbucks,Fuel,USA,0.88
M02713,Hilton,Shopping,Singapore,0.56
M02714,Walmart,Healthcare,Australia,0.85
M02715,Delta,Hotels,Canada,0.18
M02716,Marriott,Airlines,Canada,0.88
M02717,Hilton,Groceries,UK,0.43
M02718,Shell,Airlines,USA,0.27
M02719,Target,Groceries,Australia,0.07
M02720,Shell,Entertainment,USA,1.0
M02721,Amazon,Dining,Singapore,0.05
M02722,Starbucks,Electronics,Singapore,0.8
M02723,Apple,Groceries,Singapore,0.13
M02724,Costco,Travel,Singapore,0.55
M02725,Target,Airlines,Singapore,0.97
M02726,Walmart,Airlines,Canada,0.12
M02727,Shell,Healthcare,Singapore,0.5
M02728,Netflix,Groceries,UK,0.78
M02729,Costco,Travel,Canada,0.26
M02730,Netflix,Fuel,Australia,0.93
M02731,Costco,Fuel,Singapore,0.5
M02732,Amazon,Healthcare,UK,0.79
M02733,United,Shopping,Singapore,0.14
M02734,Costco,Groceries,UK,0.34
M02735,Target,Shopping,Australia,0.45
M02736,Costco,Airlines,Canada,0.72
M02737,Target,Healthcare,USA,0.98
M02738,Delta,Hotels,Canada,0.13
M02739,United,Entertainment,USA,0.57
M02740,Walmart,Electronics,USA,0.85
M02741,Marriott,Hotels,Australia,0.29
M02742,Delta,Healthcare,Singapore,0.87
M02743,Uber,Entertainment,USA,0.25
M02744,Costco,Airlines,UK,0.03
M02745,CVS,Groceries,USA,0.42
M02746,Delta,Fuel,USA,0.51
M02747,Starbucks,Entertainment,Canada,0.15
M02748,Shell,Hotels,Canada,0.99
M02749,Netflix,Airlines,USA,0.98
M02750,Uber,Hotels,Canada,0.71
M02751,Costco,Fuel,Singapore,0.06
M02752,Hilton,Airlines,UK,0.99
M02753,Marriott,Hotels,Canada,0.89
M02754,Uber,Groceries,Canada,0.38
M02755,Amazon,Shopping,UK,0.14
M02756,Netflix,Electronics,USA,0.44
M02757,Shell,Hotels,UK,0.18
M02758,Netflix,Fuel,Australia,0.89
M02759,Apple,Shopping,Canada,0.32
M02760,Best Buy,Shopping,Canada,0.39
M02761,Hilton,Hotels,Canada,0.87
M02762,United,Dining,UK,0.79
M02763,Target,Shopping,Singapore,0.19
M02764,Netflix,Shopping,UK,0.25
M02765,United,Groceries,UK,0.41
M02766,Marriott,Fuel,Australia,0.1
M02767,Starbucks,Travel,Singapore,0.23
M02768,Best Buy,Groceries,USA,0.8
M02769,Hilton,Fuel,Singapore,0.51
M02770,Best Buy,Hotels,UK,0.31
M02771,United,Electronics,Canada,0.69
M02772,Amazon,Healthcare,USA,0.97
M02773,Starbucks,Groceries,UK,0.95
M02774,Starbucks,Dining,USA,0.55
M02775,Target,Travel,UK,0.27
M02776,Uber,Hotels,Australia,0.53
M02777,Shell,Entertainment,Australia,0.65
M02778,Delta,Travel,Singapore,0.52
M02779,Walmart,Travel,UK,0.49
M02780,Delta,Entertainment,USA,0.4
M02781,Shell,Airlines,Singapore,0.83
M02782,Delta,Electronics,Australia,0.47
M02783,Uber,Travel,Australia,0.57
M02784,Costco,Groceries,Canada,0.86
M02785,Best Buy,Fuel,Canada,0.62
M02786,Target,Electronics,Australia,0.99
M02787,CVS,Hotels,Canada,0.51
M02788,Hilton,Entertainment,Singapore,0.87
M02789,Starbucks,Travel,Canada,0.13
M02790,Apple,Shopping,Australia,0.81
M02791,Shell,Travel,UK,0.97
M02792,Netflix,Healthcare,Canada,0.8
M02793,Uber,Entertainment,Singapore,0.08
M02794,Costco,Hotels,USA,0.75
M02795,Apple,Hotels,UK,0.35
M02796,Uber,Healthcare,UK,0.15
M02797,Netflix,Shopping,USA,0.85
M02798,Starbucks,Fuel,Singapore,0.19
M02799,Starbucks,Healthcare,USA,0.19
M02800,United,Airlines,Canada,0.48
M02801,Netflix,Fuel,Australia,0.99
M02802,Netflix,Airlines,Canada,0.62
M02803,Hilton,Hotels,Canada,0.14
M02804,Starbucks,Dining,Singapore,0.74
M02805,Starbucks,Electronics,Australia,0.74
M02806,Amazon,Travel,Australia,0.2
M02807,Hilton,Hotels,Canada,0.7
M02808,Amazon,Hotels,UK,0.59
M02809,Walmart,Healthcare,Australia,0.12
M02810,Shell,Airlines,USA,0.84
M02811,Amazon,Travel,Canada,0.42
M02812,Amazon,Shopping,Canada,0.74
M02813,Target,Electronics,Australia,0.18
M02814,CVS,Groceries,UK,0.44
M02815,United,Hotels,Canada,0.73
M02816,Hilton,Dining,UK,0.48
M02817,Amazon,Hotels,Canada,0.6
M02818,Netflix,Travel,UK,0.88
M02819,Hilton,Travel,Australia,0.14
M02820,Netflix,Entertainment,Singapore,0.26
M02821,Uber,Electronics,USA,0.45
M02822,Best Buy,Electronics,Singapore,0.39
M02823,Shell,Healthcare,Canada,0.04
M02824,Netflix,Shopping,Australia,0.42
M02825,Amazon,Airlines,Canada,0.48
M02826,Starbucks,Shopping,USA,0.66
M02827,Shell,Healthcare,Australia,0.95
M02828,Costco,Healthcare,Canada,0.22
M02829,Shell,Entertainment,Singapore,0.2
M02830,Netflix,Entertainment,UK,0.97
M02831,Uber,Groceries,Canada,0.67
M02832,Best Buy,Fuel,Singapore,0.93
M02833,Amazon,Groceries,Singapore,0.08
M02834,Hilton,Dining,Singapore,0.22
M02835,Hilton,Hotels,Singapore,0.61
M02836,Apple,Electronics,Singapore,0.76
M02837,Apple,Shopping,Canada,0.72
M02838,Shell,Dining,Singapore,0.37
M02839,Uber,Healthcare,Singapore,0.77
M02840,Apple,Electronics,Singapore,0.17
M02841,Hilton,Groceries,Singapore,0.43
M02842,Amazon,Fuel,UK,0.19
M02843,Apple,Travel,USA,0.38
M02844,Target,Hotels,Canada,0.81
M02845,Walmart,Electronics,UK,0.98
M02846,United,Travel,USA,0.22
M02847,Best Buy,Healthcare,UK,0.92
M02848,United,Dining,Canada,0.67
M02849,Apple,Electronics,Australia,1.0
M02850,Delta,Fuel,Australia,0.16
M02851,Starbucks,Travel,Singapore,0.46
M02852,Best Buy,Groceries,Australia,0.45
M02853,Best Buy,Travel,Singapore,0.63
M02854,CVS,Healthcare,USA,0.87
M02855,Apple,Airlines,Canada,0.81
M02856,Shell,Dining,Canada,0.51
M02857,Netflix,Hotels,UK,0.41
M02858,CVS,Travel,Australia,0.91
M02859,Apple,Dining,UK,0.09
M02860,Uber,Shopping,Singapore,0.21
M02861,Shell,Groceries,Canada,0.92
M02862,Hilton,Fuel,USA,0.79
M02863,Shell,Entertainment,Australia,0.81
M02864,Starbucks,Groceries,UK,0.12
M02865,Best Buy,Dining,Singapore,0.81
M02866,Uber,Electronics,Australia,0.02
M02867,Delta,Dining,Australia,0.51
M02868,United,Entertainment,USA,0.61
M02869,Apple,Fuel,Canada,0.21
M02870,Delta,Fuel,UK,0.95
M02871,Apple,Entertainment,Canada,0.23
M02872,Starbucks,Fuel,UK,0.69
M02873,Marriott,Healthcare,Australia,0.7
M02874,Marriott,Airlines,Canada,0.55
M02875,Uber,Electronics,Canada,0.31
M02876,Starbucks,Entertainment,USA,0.91
M02877,Shell,Hotels,Canada,0.89
M02878,Amazon,Electronics,Singapore,0.96
M02879,Hilton,Travel,UK,0.03
M02880,Walmart,Groceries,Canada,0.51
M02881,Uber,Groceries,Australia,0.43
M02882,Shell,Airlines,Singapore,0.38
M02883,Apple,Entertainment,USA,0.51
M02884,Hilton,Electronics,USA,0.34
M02885,Target,Groceries,Canada,0.87
M02886,Hilton,Entertainment,Canada,0.25
M02887,Hilton,Hotels,Australia,0.98
M02888,Costco,Entertainment,Canada,0.83
M02889,Costco,Electronics,Australia,0.3
M02890,Starbucks,Electronics,UK,0.1
M02891,Hilton,Groceries,Singapore,0.98
M02892,United,Healthcare,Australia,0.96
M02893,Costco,Healthcare,Singapore,0.83
M02894,Apple,Electronics,Canada,0.31
M02895,Walmart,Shopping,USA,0.55
M02896,United,Electronics,Canada,0.4
M02897,Starbucks,Healthcare,USA,0.69
M02898,Netflix,Hotels,USA,0.57
M02899,CVS,Shopping,Canada,0.66
M02900,Target,Airlines,Singapore,0.36
M02901,Netflix,Fuel,Australia,0.28
M02902,Starbucks,Electronics,Canada,0.78
M02903,Costco,Groceries,UK,0.14
M02904,Walmart,Entertainment,Canada,1.0
M02905,Best Buy,Groceries,Canada,0.2
M02906,Walmart,Travel,Australia,0.89
M02907,Uber,Healthcare,Singapore,0.79
M02908,Apple,Groceries,USA,0.34
M02909,Best Buy,Electronics,USA,0.48
M02910,United,Fuel,Canada,0.99
M02911,Costco,Entertainment,Canada,0.21
M02912,Best Buy,Fuel,Canada,0.15
M02913,Best Buy,Groceries,Australia,0.8
M02914,Hilton,Entertainment,UK,0.51
M02915,Marriott,Groceries,Australia,0.54
M02916,CVS,Hotels,UK,0.06
M02917,Walmart,Airlines,Australia,0.11
M02918,Amazon,Hotels,Australia,0.8
M02919,Delta,Dining,Australia,0.26
M02920,Target,Entertainment,USA,0.91
M02921,Shell,Airlines,UK,0.11
M02922,Amazon,Entertainment,Australia,0.22
M02923,Walmart,Fuel,Australia,0.02
M02924,Best Buy,Entertainment,USA,0.26
M02925,Marriott,Groceries,Australia,0.96
M02926,Best Buy,Hotels,Canada,0.4
M02927,United,Shopping,UK,0.91
M02928,Marriott,Hotels,Singapore,0.31
M02929,Amazon,Entertainment,UK,0.85
M02930,Best Buy,Airlines,Canada,0.52
M02931,Walmart,Airlines,Australia,0.34
M02932,Uber,Electronics,Canada,0.18
M02933,Shell,Entertainment,UK,0.73
M02934,Netflix,Airlines,Singapore,0.22
M02935,Walmart,Groceries,Singapore,0.02
M02936,Starbucks,Entertainment,Australia,0.64
M02937,Hilton,Travel,USA,0.05
M02938,Walmart,Airlines,USA,0.44
M02939,Amazon,Healthcare,USA,0.24
M02940,Marriott,Travel,Australia,0.45
M02941,Netflix,Groceries,UK,0.21
M02942,Netflix,Dining,UK,0.57
M02943,Uber,Electronics,Canada,0.09
M02944,Costco,Electronics,Australia,0.72
M02945,Walmart,Entertainment,UK,0.98
M02946,United,Dining,Singapore,0.14
M02947,United,Airlines,Australia,0.54
M02948,Hilton,Groceries,Canada,0.41
M02949,Uber,Hotels,Canada,0.76
M02950,Best Buy,Shopping,USA,0.91
M02951,CVS,Travel,UK,0.45
M02952,Target,Hotels,USA,0.07
M02953,Marriott,Electronics,UK,0.14
M02954,Hilton,Hotels,Singapore,0.79
M02955,Hilton,Airlines,Canada,0.22
M02956,CVS,Groceries,Canada,0.12
M02957,Marriott,Shopping,Singapore,0.52
M02958,Walmart,Travel,UK,0.54
M02959,Amazon,Fuel,UK,0.38
M02960,Marriott,Entertainment,Australia,0.55
M02961,Costco,Entertainment,USA,0.21
M02962,Amazon,Hotels,UK,0.62
M02963,Amazon,Electronics,Singapore,0.33
M02964,Shell,Travel,USA,0.96
M02965,Shell,Shopping,Australia,0.81
M02966,Shell,Entertainment,Canada,0.71
M02967,Walmart,Healthcare,Canada,0.57
M02968,United,Dining,UK,0.58
M02969,Apple,Healthcare,Australia,0.26
M02970,Costco,Travel,Canada,0.99
M02971,United,Fuel,Canada,0.27
M02972,Shell,Fuel,Canada,0.4
M02973,Delta,Dining,Australia,0.73
M02974,Amazon,Shopping,Singapore,0.8
M02975,Shell,Healthcare,USA,0.26
M02976,Walmart,Fuel,USA,0.07
M02977,Apple,Shopping,Australia,0.04
M02978,Apple,Shopping,USA,0.66
M02979,Starbucks,Dining,Singapore,0.89
M02980,Hilton,Hotels,Australia,0.38
M02981,CVS,Electronics,Canada,0.88
M02982,Walmart,Hotels,Canada,0.25
M02983,Walmart,Groceries,USA,0.77
M02984,Hilton,Shopping,USA,0.59
M02985,Shell,Electronics,UK,0.25
M02986,Apple,Groceries,UK,0.0
M02987,Best Buy,Airlines,Canada,0.09
M02988,Best Buy,Electronics,Singapore,0.91
M02989,Walmart,Shopping,Australia,0.0
M02990,Starbucks,Travel,Canada,0.03
M02991,Hilton,Healthcare,USA,0.69
M02992,Target,Airlines,Canada,0.19
M02993,Shell,Entertainment,UK,0.14
M02994,Walmart,Entertainment,Singapore,0.92
M02995,Apple,Fuel,UK,0.98
M02996,Walmart,Dining,Australia,0.93
M02997,Best Buy,Hotels,Australia,0.84
M02998,Amazon,Travel,UK,0.07
M02999,Shell,Entertainment,Australia,0.05
M03000,Uber,Groceries,UK,0.42
M03001,Marriott,Airlines,UK,0.91
M03002,Starbucks,Healthcare,Australia,0.15
M03003,Shell,Hotels,UK,0.14
M03004,United,Entertainment,Singapore,0.85
M03005,Amazon,Entertainment,Singapore,0.09
M03006,Uber,Travel,USA,0.45
M03007,Delta,Healthcare,Canada,0.86
M03008,Marriott,Hotels,USA,0.22
M03009,Apple,Dining,UK,0.78
M03010,United,Groceries,UK,0.8
M03011,Amazon,Electronics,Singapore,0.3
M03012,Delta,Shopping,Canada,0.76
M03013,CVS,Fuel,Australia,0.51
M03014,United,Dining,Canada,0.16
M03015,Amazon,Healthcare,UK,0.83
M03016,Apple,Travel,UK,0.22
M03017,Apple,Electronics,Canada,0.93
M03018,United,Groceries,Singapore,0.41
M03019,Walmart,Hotels,Singapore,0.97
M03020,Costco,Shopping,Australia,0.31
M03021,Hilton,Electronics,Australia,0.9
M03022,Netflix,Shopping,Singapore,0.35
M03023,CVS,Shopping,Canada,0.45
M03024,Amazon,Fuel,USA,0.31
M03025,CVS,Groceries,Canada,0.65
M03026,Amazon,Fuel,Singapore,0.02
M03027,Delta,Electronics,UK,0.25
M03028,Starbucks,Entertainment,Singapore,0.05
M03029,Best Buy,Shopping,UK,0.66
M03030,Best Buy,Travel,Singapore,0.17
M03031,Target,Healthcare,Singapore,0.74
M03032,Uber,Travel,USA,0.47
M03033,Delta,Shopping,Canada,0.26
M03034,Costco,Entertainment,Canada,0.48
M03035,Delta,Dining,UK,0.15
M03036,Target,Travel,UK,0.71
M03037,Amazon,Groceries,Australia,0.53
M03038,Amazon,Entertainment,Australia,0.37
M03039,Apple,Healthcare,UK,0.54
M03040,CVS,Shopping,USA,0.47
M03041,Uber,Dining,Australia,0.13
M03042,Hilton,Dining,USA,0.82
M03043,Walmart,Entertainment,Canada,0.13
M03044,Netflix,Hotels,USA,0.43
M03045,Costco,Shopping,UK,0.4
M03046,CVS,Groceries,Australia,0.66
M03047,Apple,Healthcare,Singapore,0.83
M03048,Amazon,Groceries,Canada,0.74
M03049,Best Buy,Travel,Singapore,0.4
M03050,Hilton,Electronics,Australia,0.53
M03051,Walmart,Dining,UK,0.13
M03052,Hilton,Electronics,Singapore,0.78
M03053,Marriott,Healthcare,USA,0.82
M03054,Uber,Electronics,Singapore,0.98
M03055,United,Shopping,Canada,0.24
M03056,Starbucks,Electronics,Canada,0.8
M03057,Shell,Travel,USA,0.88
M03058,Amazon,Healthcare,USA,0.38
M03059,Uber,Healthcare,UK,0.72
M03060,Delta,Dining,Canada,0.67
M03061,Best Buy,Airlines,Singapore,0.71
M03062,Netflix,Dining,Canada,0.55
M03063,Delta,Fuel,Australia,0.47
M03064,Target,Entertainment,Australia,0.48
M03065,Amazon,Hotels,USA,0.13
M03066,Uber,Shopping,USA,0.81
M03067,Hilton,Groceries,Canada,0.28
M03068,CVS,Shopping,Australia,0.21
M03069,CVS,Fuel,Singapore,0.88
M03070,Delta,Hotels,USA,0.0
M03071,Netflix,Dining,UK,0.14
M03072,Starbucks,Fuel,UK,0.6
M03073,Delta,Healthcare,UK,0.98
M03074,Walmart,Hotels,USA,0.35
M03075,Amazon,Groceries,Australia,0.14
M03076,Hilton,Hotels,UK,0.46
M03077,CVS,Groceries,Australia,0.47
M03078,Uber,Airlines,USA,0.39
M03079,Shell,Shopping,Australia,0.94
M03080,Costco,Shopping,Australia,0.61
M03081,Amazon,Groceries,UK,0.15
M03082,Netflix,Healthcare,UK,0.97
M03083,Marriott,Entertainment,UK,0.05
M03084,CVS,Travel,USA,0.06
M03085,Costco,Fuel,USA,0.78
M03086,Target,Fuel,USA,0.47
M03087,Walmart,Groceries,Canada,0.4
M03088,Marriott,Dining,Singapore,0.7
M03089,Delta,Dining,Canada,0.96
M03090,Amazon,Electronics,Singapore,0.67
M03091,United,Shopping,Singapore,0.05
M03092,Costco,Groceries,Australia,0.33
M03093,Shell,Airlines,Canada,0.99
M03094,Delta,Healthcare,USA,0.77
M03095,Walmart,Travel,Canada,0.31
M03096,Marriott,Healthcare,USA,0.47
M03097,Uber,Groceries,Australia,0.18
M03098,Target,Electronics,Australia,0.91
M03099,Target,Travel,UK,0.29
M03100,Target,Shopping,Singapore,0.16
M03101,Starbucks,Groceries,USA,0.68
M03102,Uber,Groceries,Singapore,0.48
M03103,Costco,Fuel,Singapore,0.55
M03104,Target,Travel,USA,0.63
M03105,Amazon,Dining,Australia,0.3
M03106,CVS,Groceries,USA,0.15
M03107,Marriott,Hotels,Canada,0.58
M03108,Target,Hotels,Canada,0.35
M03109,Best Buy,Entertainment,USA,0.27
M03110,Hilton,Shopping,USA,0.41
M03111,United,Travel,USA,0.04
M03112,Netflix,Dining,Canada,0.51
M03113,Target,Hotels,Canada,0.07
M03114,Target,Hotels,Singapore,0.61
M03115,Delta,Shopping,UK,0.53
M03116,Costco,Travel,USA,0.22
M03117,Delta,Fuel,UK,0.54
M03118,United,Electronics,UK,0.98
M03119,Best Buy,Fuel,USA,0.33
M03120,Apple,Airlines,Singapore,0.3
M03121,Shell,Fuel,UK,0.7
M03122,Delta,Entertainment,USA,0.72
M03123,Netflix,Groceries,Australia,0.46
M03124,United,Hotels,Canada,0.45
M03125,Shell,Fuel,Canada,0.18
M03126,Netflix,Groceries,UK,0.17
M03127,United,Entertainment,Canada,0.4
M03128,Amazon,Hotels,Singapore,0.63
M03129,Shell,Groceries,USA,0.41
M03130,Hilton,Groceries,Australia,0.34
M03131,Amazon,Fuel,UK,0.08
M03132,Hilton,Fuel,Australia,0.24
M03133,Marriott,Fuel,Canada,0.26
M03134,Hilton,Airlines,USA,0.76
M03135,Delta,Electronics,USA,0.82
M03136,Uber,Electronics,USA,0.13
M03137,Netflix,Electronics,USA,0.78
M03138,United,Travel,Singapore,0.27
M03139,Best Buy,Groceries,UK,0.67
M03140,Hilton,Shopping,UK,0.77
M03141,CVS,Dining,Singapore,0.48
M03142,Uber,Dining,Canada,0.1
M03143,Shell,Healthcare,Singapore,0.89
M03144,Hilton,Electronics,UK,0.3
M03145,Walmart,Shopping,USA,0.25
M03146,United,Travel,Singapore,0.05
M03147,Amazon,Groceries,Singapore,0.23
M03148,Hilton,Entertainment,Singapore,0.4
M03149,United,Hotels,UK,0.29
M03150,Shell,Healthcare,UK,0.69
M03151,Marriott,Shopping,UK,0.98
M03152,Netflix,Shopping,USA,0.83
M03153,Amazon,Groceries,Australia,0.04
M03154,Marriott,Entertainment,Singapore,0.19
M03155,United,Electronics,UK,0.97
M03156,Netflix,Entertainment,USA,0.54
M03157,Netflix,Shopping,Canada,0.12
M03158,Target,Electronics,Singapore,1.0
M03159,Hilton,Fuel,Canada,0.75
M03160,Shell,Shopping,UK,0.08
M03161,Amazon,Healthcare,UK,0.55
M03162,Target,Fuel,Australia,0.79
M03163,Marriott,Airlines,UK,0.29
M03164,Netflix,Healthcare,Singapore,0.23
M03165,Walmart,Electronics,UK,0.47
M03166,Apple,Groceries,Canada,0.28
M03167,United,Fuel,UK,0.32
M03168,Walmart,Travel,Canada,0.45
M03169,Walmart,Hotels,Australia,0.42
M03170,Delta,Dining,USA,0.89
M03171,Best Buy,Shopping,Singapore,0.6
M03172,Amazon,Fuel,Singapore,0.59
M03173,Starbucks,Entertainment,USA,0.34
M03174,Marriott,Fuel,UK,0.32
M03175,Hilton,Shopping,Canada,0.08
M03176,Walmart,Dining,Canada,0.08
M03177,Marriott,Travel,Singapore,0.04
M03178,Shell,Electronics,Singapore,0.83
M03179,CVS,Groceries,Australia,0.56
M03180,Target,Groceries,Singapore,0.26
M03181,Walmart,Healthcare,USA,0.9
M03182,Apple,Dining,Australia,0.68
M03183,Target,Hotels,USA,0.78
M03184,Costco,Healthcare,UK,0.71
M03185,Starbucks,Entertainment,Australia,0.8
M03186,Walmart,Hotels,Singapore,0.82
M03187,Best Buy,Entertainment,Canada,0.26
M03188,Amazon,Shopping,USA,0.92
M03189,Uber,Hotels,Canada,0.29
M03190,United,Airlines,Singapore,0.58
M03191,Apple,Groceries,Canada,0.46
M03192,Delta,Hotels,Singapore,0.69
M03193,Amazon,Healthcare,Canada,0.2
M03194,Uber,Travel,Australia,1.0
M03195,Delta,Groceries,Australia,0.21
M03196,Target,Travel,UK,0.11
M03197,Starbucks,Groceries,Australia,0.15
M03198,Costco,Entertainment,USA,0.71
M03199,Amazon,Entertainment,UK,0.45
M03200,Uber,Entertainment,Singapore,0.28
M03201,Delta,Healthcare,USA,0.63
M03202,Marriott,Healthcare,Singapore,0.32
M03203,Uber,Dining,USA,0.63
M03204,Costco,Hotels,USA,0.91
M03205,Target,Electronics,Australia,0.24
M03206,Delta,Fuel,Canada,0.17
M03207,Marriott,Shopping,UK,0.44
M03208,Uber,Groceries,Canada,0.84
M03209,Walmart,Entertainment,USA,0.36
M03210,Netflix,Groceries,Singapore,0.83
M03211,Apple,Airlines,Canada,0.48
M03212,Apple,Entertainment,Singapore,0.95
M03213,Target,Entertainment,USA,0.32
M03214,Target,Dining,Canada,0.35
M03215,Marriott,Healthcare,Australia,0.96
M03216,Walmart,Groceries,Australia,0.0
M03217,United,Travel,Canada,0.89
M03218,Uber,Dining,Singapore,0.79
M03219,Apple,Shopping,Canada,0.49
M03220,Delta,Electronics,Australia,0.52
M03221,Walmart,Shopping,USA,0.8
M03222,Netflix,Healthcare,UK,0.1
M03223,Best Buy,Hotels,USA,0.93
M03224,Target,Hotels,Singapore,0.57
M03225,Best Buy,Entertainment,Australia,0.6
M03226,Marriott,Electronics,UK,0.24
M03227,Amazon,Shopping,Singapore,0.97
M03228,Uber,Groceries,USA,0.05
M03229,Marriott,Electronics,UK,0.58
M03230,Walmart,Fuel,UK,0.13
M03231,Target,Travel,Singapore,0.85
M03232,Delta,Hotels,Canada,0.37
M03233,Target,Healthcare,Australia,0.47
M03234,Marriott,Travel,USA,0.15
M03235,Shell,Airlines,USA,0.85
M03236,Walmart,Electronics,USA,0.86
M03237,Uber,Airlines,USA,0.13
M03238,Target,Dining,USA,0.79
M03239,Amazon,Hotels,Singapore,0.17
M03240,Costco,Groceries,USA,0.41
M03241,Walmart,Travel,Canada,0.34
M03242,Best Buy,Travel,Canada,0.71
M03243,CVS,Fuel,USA,0.86
M03244,Shell,Hotels,Singapore,0.72
M03245,Uber,Healthcare,Australia,0.82
M03246,United,Hotels,USA,0.03
M03247,Uber,Fuel,Singapore,0.36
M03248,Starbucks,Fuel,Singapore,0.45
M03249,Shell,Shopping,UK,0.26
M03250,Delta,Fuel,Canada,0.56
M03251,Amazon,Dining,Australia,0.21
M03252,Target,Dining,Canada,0.59
M03253,Hilton,Entertainment,Australia,0.16
M03254,United,Healthcare,USA,0.65
M03255,CVS,Travel,UK,0.8
M03256,Starbucks,Shopping,USA,0.53
M03257,Apple,Travel,Singapore,0.39
M03258,Uber,Groceries,Canada,0.62
M03259,United,Fuel,Australia,0.24
M03260,Marriott,Electronics,UK,0.75
M03261,Netflix,Dining,Canada,0.35
M03262,Shell,Airlines,USA,0.28
M03263,Uber,Hotels,USA,0.31
M03264,Delta,Groceries,UK,0.09
M03265,Best Buy,Shopping,USA,0.24
M03266,CVS,Healthcare,Canada,0.67
M03267,Best Buy,Hotels,UK,0.65
M03268,Delta,Hotels,Singapore,0.29
M03269,Marriott,Shopping,USA,0.67
M03270,Shell,Dining,Australia,0.68
M03271,Delta,Fuel,UK,0.7
M03272,Shell,Electronics,Canada,0.44
M03273,Netflix,Hotels,USA,1.0
M03274,Amazon,Electronics,USA,0.63
M03275,Walmart,Hotels,Canada,0.61
M03276,Walmart,Entertainment,Australia,0.4
M03277,Walmart,Healthcare,Singapore,0.74
M03278,Delta,Hotels,Canada,0.31
M03279,United,Fuel,USA,0.7
M03280,Best Buy,Airlines,Singapore,0.88
M03281,Amazon,Electronics,UK,0.29
M03282,Marriott,Shopping,USA,0.52
M03283,Netflix,Dining,Singapore,0.8
M03284,Hilton,Entertainment,Australia,0.14
M03285,Delta,Shopping,USA,0.2
M03286,Hilton,Entertainment,UK,0.69
M03287,Shell,Dining,USA,1.0
M03288,Starbucks,Healthcare,USA,0.84
M03289,CVS,Healthcare,Singapore,0.54
M03290,Amazon,Groceries,USA,0.68
M03291,Starbucks,Electronics,USA,0.65
M03292,Shell,Travel,Canada,0.91
